class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,,y,y,,,,,,p,,,,,n,n,,,o,,,y,
e,,s,,,n,f,,,,,,s,,,,,w,,e,k,,
e,x,f,,,,,,b,,,,,,,,,,,,,,
p,x,s,,,,f,,,,t,,,k,,,p,w,o,,,v,p
e,,f,,,,,,b,,,?,k,,,w,,w,t,,,,
e,,y,,,,f,c,,,t,,,,,,,,,,,v,
e,f,,n,,,f,c,b,,,,s,,,,,,,p,,,
p,,,,,,,c,,,t,?,,s,w,,p,,o,,,v,p
p,x,,n,,,f,,n,,,,,k,w,,,,,,w,,
p,f,s,,,,,,n,,t,,,,,w,,w,,,,,d
e,,s,,t,,,c,b,,e,b,s,s,,w,,w,,,,,
e,k,,n,f,,,,,,e,,y,,n,n,,,t,,,,
e,x,,g,,,,,b,,,,,,,w,,w,o,e,,,
e,x,,,,,,,b,,,,,,,w,,w,,p,,,g
e,f,s,,,,,,b,o,,,s,,,o,,o,,,,c,l
p,,,e,f,,f,,,,,,,s,,,,,,,,,
p,x,,,,,,,,n,,b,s,s,,w,p,,o,,,v,d
p,,,,,,,,,,e,,y,,y,,p,,o,,w,,l
p,,,,,,,c,n,,,,k,,,,,w,,e,w,v,
e,,f,,,,,,,,t,e,,,,,,,o,e,,,g
e,x,f,,,,,,,,,,,f,,w,p,,o,,k,,g
p,,,,f,s,f,,,,,,,,p,p,,w,o,,,v,
e,,,,,,,,,n,,,,,,,,,,,,,
e,,s,n,,,,,b,,,,s,,,,p,,o,,,,
p,x,,,,,f,c,,,t,?,,,p,,,,,,,v,l
p,,,,,f,,c,,,,?,,,,,,,,,,,
p,,y,,f,s,,,,,,,,,,w,,,,,,,l
p,,,b,,f,,,,,t,,,f,w,,,w,,,,,
p,k,,e,,y,f,c,,,t,?,,,p,,,w,o,,w,,l
p,,,g,f,,,,n,,,b,s,s,,w,,,,p,,,
e,,,n,t,,f,c,,p,t,b,,,w,,p,w,,p,,y,d
e,f,,w,,l,f,,n,,,,s,s,,,,w,,p,u,v,
p,x,s,,,,,c,,,,,,,,w,p,w,,,,,
p,f,,,,s,,,n,b,,?,,k,,,,w,o,e,,,
e,b,,,,,,,b,,,,s,,,,,,,,n,,l
e,b,f,g,,,,w,,,,?,,,,,,,,,,,g
p,,,,f,,,c,b,,,,k,k,,p,p,,o,,h,,
p,,,e,f,,,,n,,,?,,k,,,,,o,,,,
p,,,,t,,f,,,,,,s,,,w,,,,,,,
p,,,,f,f,,,,b,,,s,,w,,p,w,,,,,
e,f,,,,,,c,b,,,b,,,,,,w,,,,v,
e,x,,,,,,,,p,,,,,,w,,,o,,,,d
e,,,,f,,,,,n,,,,,,,,,o,,k,,
p,,y,n,,,f,,,,,?,,,,,,,o,,,,
e,,y,,,,,c,,,,,s,,,,,,,f,,y,
e,x,,,,l,f,w,,,,,,,w,,,,,,,v,d
p,,,,,,f,,,,e,,,k,,,p,w,,,,,
p,k,,,f,,,,,,,,s,s,,,,w,,e,,,
e,,y,,t,,,,,w,,,,,,w,,,,,,,g
p,x,,,f,,,c,,,,b,k,k,,n,p,,,,,,
e,,,,,,,,b,,,b,,,g,,,w,,p,,,
e,,,,,n,,,b,,,,s,,,,,,,,,,
e,f,y,,,,f,,,,t,,,,,w,,w,,p,,,
e,f,,n,,,,c,,p,,,,,,p,,,o,p,,,
e,,,,,,f,,b,,,,,,,,,,,,,,
e,,,,,,,,,,,e,,,,w,,,,e,,,g
p,,,w,,,f,c,n,p,,b,,,,w,p,,o,,,,d
e,,,,,n,,,,p,,,s,,,,,,,,,v,
p,,,g,,,f,c,,,e,b,,,,p,,,,,,,
e,,,,t,n,,,,,,,s,,,,,w,,,n,,
e,,,,,,,,b,,,,,s,,,,,,p,,,m
e,,,,,,f,,,p,t,,s,,,w,,w,,e,,,
e,f,,,,,f,,,u,,,s,,,,,,,,,,
e,,y,,t,,,,,,,,,,,,,,,,,,
p,,s,,,,f,,n,,,,,,p,,,,,e,w,v,
p,,y,n,f,,,,,,,?,,,,,,w,,e,,,
e,f,,n,,,,w,,,,,,,,w,,w,,e,,a,g
p,,,e,,,f,,,b,,,,,,,,,o,e,w,,
e,,,w,,l,f,,b,,,,,,w,,p,,,,,,
e,x,,,,n,f,c,,,,,,,p,,p,,,,k,y,
e,x,y,e,,n,,,b,,,,,s,,,p,,o,,,y,d
p,,,g,,f,,,,,,,,,,,,w,,,h,,
p,,f,,,,,,n,,e,,,,,w,p,,,p,n,,
p,x,,,f,,,,,,,,,,b,p,,,o,,,,
p,x,,p,f,,,w,,,,,,,,,,,,,,,
p,f,,,,s,,c,n,,,,,,,,,,,,,v,
e,,s,,,,,w,,,,,,,,,,,,,n,,
e,,y,,,,,c,,p,,,,,,,,w,,,,,d
e,,,b,,,f,,b,,,,s,,e,w,,w,,,,c,
e,,,,t,,,,b,,t,,,s,p,,p,,o,,,v,
e,,y,,t,l,,,,,,,,s,w,,,,,p,n,,
e,,,,,n,,,,,,,,s,,,,,,,,,
p,,,,,,,,,,,,,,w,p,p,,,,,,d
p,x,,,f,,,c,,h,e,,,,p,,,,,,,,
p,,,g,f,,f,c,b,h,,,,,,b,,w,,,h,,
p,x,s,,,,,,n,g,,b,,s,,,p,,,p,,v,
e,x,,w,,,,,,h,,,s,s,w,,,,o,,k,,
p,,,n,,,f,,,,,,,,,,,,,,w,v,
e,,,,,,,,,n,,b,,,,,p,,o,,,,
e,x,,,,,,w,,k,,,,,,,p,,o,,,,
e,,,,,,,,,,,,s,,,w,p,w,,,w,,
e,,,,,,f,,,,,e,,,w,,,,o,e,n,,g
e,,,g,,,,,,,t,,,,,p,p,,,,,,d
p,,,,f,,,,,g,,,k,k,,,p,,,,h,v,
p,,,,t,,,,b,r,,,,s,w,w,,,,,,,m
p,x,,,,,,c,,,,?,,,,,,,o,,w,v,
e,,f,,,,,,,w,,,s,,,,p,w,,p,,,
p,k,,n,,,f,,,,,,,,,w,,,,,w,,l
e,,y,n,t,,,,,,,b,,,,,,w,,,,,
e,s,,n,,,,,n,g,e,,,,,w,,,,p,k,y,
p,k,,n,,,,,n,,t,,,,,,p,,,,,,
e,,,,,,,,,n,,,,,,w,p,,,,,s,
e,x,,,,,,c,,w,,b,s,,,p,,,,,,y,d
e,,,,,,,,,,,,s,,,,,,,,,,g
e,,s,n,,n,,,,y,,,,s,o,,p,,,,o,,
e,,s,,,,f,,,g,,,,,,,,,,,,,
p,,,,,,f,,,,,,s,s,w,,,,,,,v,p
p,,y,,f,,,,,,t,,,,w,,,,,,w,,
e,x,,,t,,,,b,,t,,,,,,p,,,,,y,
p,,y,,,f,f,c,,,,?,,,p,,,w,o,,,,
e,x,,g,,,,,b,u,t,,,,,,p,w,o,p,,,d
e,,s,n,,,f,,,k,t,,,s,,,p,w,,e,,,
e,,,,f,n,,w,,,,e,,,,,p,,,e,n,,g
p,,,,f,,,,,,,,,,p,,p,,,,,y,p
e,f,,,,a,f,,,,,,,s,w,,,w,,p,,,
e,,,,,,,w,,,,,,k,w,w,,w,,,,n,
p,,,,,,,,,b,,,,,,,,,,e,w,v,
p,,f,,,,,,,,,,k,k,,p,,w,o,,,,
p,,y,e,,,,c,n,,t,,s,,p,,,w,o,,w,,
e,,f,g,f,n,,,b,,,?,,,w,w,,,t,,,n,
e,,,g,,,,c,b,,t,b,s,,,,,,o,,,v,d
e,,,y,t,a,,,b,,,,s,,,,p,,,,,,
p,,y,,,,,,,,,,,,,,p,,o,l,,,p
p,,,,,,,,,,,,,,w,,p,,,,n,,
e,f,f,,,,f,,,,t,,,,p,p,p,w,,p,,,
p,,,,f,,f,c,,,,,,k,,,,w,,l,,,
p,f,,n,,,,,n,,,?,,s,,w,p,,o,e,w,,p
p,,,y,,f,,,b,p,,,,,,b,,w,,,,y,
e,f,f,,,n,,w,,,t,,,,,w,,w,o,,,,
p,f,,,f,s,,,n,,t,,,k,w,w,,,,,,,
p,f,,,,f,,,,,,b,k,,,,,,o,,h,,
p,x,,,f,,,,,,,b,,,,,p,w,,l,,,
e,,,,,,,,,,,,,,w,g,,,o,,,,d
e,,y,,t,n,,,,,,,,,g,g,p,,o,,k,,
e,,,y,,,,,,k,,,,,,w,,,o,,,n,g
p,,y,e,,y,,,,,t,,,,w,,p,w,,,,,
p,x,,e,,,,c,,,t,,,,,,,,,,,,
p,,y,n,,,f,c,n,,,?,,,,,,w,,,,v,
p,,,g,,,,,,,,b,,,b,,,,,,,,
p,,y,n,,,f,,,,,,s,k,,,,,,e,w,v,
p,,,,,,,,,,t,,,,,,p,,o,,,v,
e,x,,,,,f,c,n,,,,,,,w,,,,f,,,
p,x,,,,y,,c,,,,,s,,,,p,w,,e,,,
p,,y,n,,,,c,n,,,,k,,,,,,,,,,d
p,,,,,,f,c,,,,,,,b,,,w,,l,,,p
e,,,,,n,,w,b,,,?,,,,,p,,t,,,,
e,,y,y,,,f,,b,,,,,,,,,w,o,p,n,,
e,x,,w,f,,f,,b,,,,,,w,,,w,,,,a,g
p,,s,,,,f,,,,,b,s,,w,,p,,,,,,
p,,,e,,,,,,,t,?,,,,,,,,,w,v,
p,,,p,f,,,,n,,,,,s,w,,,w,,,,,d
p,,,,f,,f,c,,,,b,,,,,,w,,l,,,
e,,,n,,,,,,,,,,,g,w,,,o,,,,
p,,,,,,,,,,,b,k,,,b,,,,,,y,
e,x,,,,n,,c,,,,?,,f,,,,,o,,,,d
p,,s,,,s,,,n,,,,k,,,w,p,,,e,,v,
p,,,,,f,,c,,,,,,,,,p,w,,,h,,
p,,y,g,f,,,,,,,,,,,n,,,o,l,,,
e,,,n,,,f,w,,,,,s,,,n,p,w,,,,v,
p,f,y,,,,,,,,e,,k,,,,,,o,l,,v,g
e,,,,,n,,c,,,,,s,s,p,,,w,o,p,,,d
p,,y,,f,,,,,,,,,,,,,,,l,,,
e,,,n,,,,,,,t,b,s,,,,,,,p,n,,d
p,,s,n,,f,,,n,,,,k,k,w,w,,,o,,,,
p,,y,e,,f,,,n,,,,,,w,,,,,,,,p
p,,,,,n,f,,b,,,,,s,w,w,,w,,,,v,g
e,,s,,,a,,,,n,e,,,,w,w,p,,o,p,,,m
e,,,,,,,,,p,,,,,,w,p,,,,,,
e,,,n,t,,,c,,,,b,,,,,,,,,k,,
e,f,s,,,,,,,,,b,,,,,p,w,,,w,y,
e,f,,,,,f,w,,,t,b,,,,,,w,,,,,d
e,,,y,,a,,c,,,,,s,,,w,,w,,p,,s,
e,,,,t,,,,,,e,,s,,,w,p,,,,,y,
e,,f,n,,,,,b,,t,b,,,,g,,,,,k,v,
e,x,f,,,n,,w,,k,,,s,,,,,,o,e,n,,g
p,,,,,c,,,n,n,e,b,,,,,,,o,p,,,
p,x,f,y,f,,f,,,,,,,,,,,,,l,,,
e,,,,f,n,,,,p,t,,,s,w,,,w,,,,s,g
e,,,y,,,,,b,,e,,,s,w,w,p,w,,,,,
p,x,y,,,,,,,,t,,s,,p,p,p,,,,,v,d
e,,,,,,,c,,,e,?,,s,,o,,,,,,v,
e,,s,n,,,,,,,,,,,,,,w,,,,,
e,,f,,f,,f,,,,e,e,,,,,,w,o,p,n,,u
p,,,,,,,c,b,,,,,,,,,,,,r,,
p,,,,f,n,f,,n,,e,,,,y,,,,,e,w,,l
e,,,,t,,,,b,e,,?,,,,,,w,t,,w,c,w
p,,,,f,,f,,,,,b,k,,,n,p,,,,,,
e,x,,,,,,c,,p,,,,,,w,,,,,,,
e,,,,,,f,,,,t,,,s,,,,,o,p,,,
p,x,,y,,,f,,,,,,,k,b,n,p,w,o,l,,,
p,,,,f,,f,c,,,,?,k,,w,w,,w,,e,w,v,
p,,,,f,f,,,,,,,k,,,,,w,,,,v,
e,x,,,,,,,,w,,,s,s,w,,p,,,,,,g
e,,,,,,f,,,,t,b,,s,,w,p,,,,n,,d
e,,y,,,,f,,,,,,,,,,p,,,,,,
e,,,,,,,,,,,b,,,,,,,o,p,,,d
e,f,f,,t,,,c,b,,,b,,,,,,,,,n,v,
e,,s,,,n,a,,,,,,,,,o,,,o,,b,,
p,,,n,f,,,,,b,,,,,,,,,,e,,,
e,x,,p,t,,,c,b,w,,,,s,,w,,w,t,e,w,,w
p,x,,,,,f,,b,,e,b,k,,,,,,,,,,g
p,x,,,,c,f,,,,e,,,,,w,,,,,k,s,
p,,s,,,,,,,,t,?,,k,,,,,,,,v,
p,f,y,,,,f,c,,,,,k,,,,,,,e,,v,
p,,s,b,t,f,,c,,,,,f,,w,,,,,,,v,g
e,,f,,t,,f,,,,,,s,,,,,,,p,n,,
e,x,,n,,,f,c,,w,,,,,,g,,,,,,,d
p,,,,,,,c,,h,e,,k,k,b,,,,o,,,,
e,,,y,,,f,,b,,e,c,s,s,,w,p,,,,n,,
e,,,,,n,,,,k,t,,,,,,,,,,,,
p,f,,,f,,f,c,,,,,k,s,,,,,o,e,w,v,
e,x,,,,,,,b,,,,,,p,,,,o,,k,,d
e,,,g,t,,,,b,n,t,b,s,,,w,,w,o,,k,y,d
p,,,,,y,f,,n,,,?,,,,,,,,e,w,,
e,,,,,,,,,,t,,,s,w,,p,,,,,,
e,,f,,,,,,,,t,b,,,,w,,,,,,v,d
p,,,e,,,f,,,,,,s,,,,p,w,,,,v,
e,,,,,,f,,,p,,,,,w,w,p,,o,e,k,,
p,,,e,,,,,,,t,?,s,,w,,p,,,e,,,
p,f,y,e,,,,,,b,,,,,,,,,,,,,
e,x,,,,,,,,,,,,,,w,,,,,,s,
e,,,,t,,f,,b,,,,,,p,,p,w,,,,v,
p,,f,g,f,,,,,,,b,,,p,b,,w,,,,,
p,,,e,,,,,,,,?,,,,p,p,,,e,,,
e,,,g,t,,,,,n,,b,,s,,g,p,,o,p,,,
p,f,y,e,,,,c,n,b,,,k,,,,,,,e,w,v,
p,,,,f,,,,n,b,,,,k,,p,,,o,,w,,
e,,,,,n,,,,n,e,,s,,w,w,p,,o,,,,
e,,,n,,,f,w,,k,,,,f,,,,w,o,,,,
p,k,,,,,f,,,,,,,,p,w,,,,,,,
e,,,,,,,,,n,t,,,,,,p,w,o,,,s,
e,x,,r,,,f,,,,e,?,,f,,,,,,,,v,
p,,,y,f,,,,,p,e,b,k,k,,n,p,,,,,,
p,,,,f,,f,,,h,,,,,p,,,,,,h,,
e,x,,n,,n,,,,w,t,,s,,p,,,w,,,n,,
e,x,,n,,n,,,b,,,,,,,,,w,o,,,,
e,,s,y,,l,,,,,,,s,s,,,p,,o,,k,n,
p,,s,b,,,,,b,,,,,,,,p,,o,,h,v,g
e,,,,f,,,c,,,,,,s,,w,p,,,,,,
e,f,,,t,,,,,,t,b,s,,,w,,,,,k,,d
p,,y,,,f,,,n,b,t,?,k,,p,,,w,,,w,,p
e,,,w,f,,,w,b,,,e,,,w,,p,,,,,,
p,f,y,,,,f,c,b,,,,,,,,,,,,w,,
p,,s,,,,,c,,,,,k,,,,,,o,,w,v,
e,,,n,,,,,,,,,s,,w,,,,,,,,
e,,,,f,,,,,h,t,,,,w,,p,,,e,,,g
e,x,,,,n,,,,,,?,s,,,,,,,,,,
e,,y,n,,n,,,b,w,,,y,,,n,,w,t,,,,
p,,,,f,,,,,,,,,,p,,p,,,,,v,
p,,s,,t,,,,,h,,,f,f,,,,w,o,,,,
e,,y,y,,l,,,,,,r,s,,,,p,,,,,y,
e,f,f,,,,,,,,,,,s,p,,p,,,,,,d
e,f,,g,f,,,,,p,,,,f,,,,,o,e,,,
p,,,,,,f,,,p,e,e,s,,,,,,,,,,
p,,,,,f,f,c,n,b,t,,k,,p,w,,,o,e,,v,
p,,y,,,,f,c,,,,?,,k,w,,,,o,,,,
p,,,,,,,,,,,,s,s,,,p,,,,k,v,
e,,,,,,a,c,,y,,,,s,o,,,,,p,o,,l
e,,,,,,,,b,w,,,s,,w,,,,,p,,,
e,f,y,,t,n,,,,,,b,,,p,,p,,o,,,,
p,,,,,f,,,b,,,b,,k,n,,,w,o,l,h,,g
p,,,n,,f,f,c,,b,t,,,s,p,,,w,,,,,
e,,f,,f,,,,,p,e,,s,k,,,p,,,,,s,
e,,,,,,,,,n,t,,,s,,,,,,p,,,d
e,,,,t,n,,,,,,b,s,s,g,w,p,,o,,,,d
p,x,,,,,,,,,,,,k,,,p,w,,,,,
e,,s,,,n,a,,,,,,,,o,,,,o,,,v,
e,x,y,,,,f,,,,,b,s,f,,,,,,,w,,
e,,f,e,,n,f,,b,,,,s,,,,,,o,,k,,
p,k,,n,,,,c,n,b,,,,,,,p,,,,w,,
p,x,,n,f,s,f,,,b,t,,,,,p,p,w,,e,,v,l
e,,y,c,t,n,,,b,,,b,,,,,p,,,,,,
e,,s,,,,,,,,,e,,,,,p,,o,,,a,
p,,s,,,f,,,,,t,?,,k,,,,,,,,,d
e,,,,f,,,,,,e,b,,f,,n,,,,,w,,l
p,,,,f,,,,,,,b,,k,p,,,,,l,,,p
e,,f,,f,,,,,h,,,s,,w,w,p,w,,e,k,,
e,f,,,,,,,,e,,?,,,,w,,,,e,w,,
e,f,,,,,f,,,,,,,,w,,,,,,k,s,
e,,,,,,,,b,,,e,,,,,p,w,o,,,,g
e,,s,n,,,,c,b,,e,,s,,w,w,,,,e,,,
e,,,,,,f,,b,,,e,,,,,,,,e,,,g
e,,,,t,,f,,,,,?,,s,w,,,,,e,,,
e,,,,,,,,b,,,,,,w,w,,w,,p,,,g
e,,,,,,,c,b,,,,s,s,,w,,w,,p,,n,
e,,s,,,,,w,b,,,,,,,,,,o,,,,g
e,,,,,,,w,,p,t,,s,,,,,,,,k,,
e,x,,,t,,,c,,w,,?,s,s,,,p,,,e,,c,
e,,s,,,,,,b,,t,,f,s,,,,w,,e,,,
e,,,,,,,c,,u,,,s,,p,,,,,p,,y,
p,x,,n,,p,,,n,,,,,,,,,,,p,k,v,g
e,,,,t,,f,,,,t,b,s,,,,,,,p,u,,
p,,,,f,f,f,c,,,e,,k,,,,,w,o,,,y,
p,,,,t,,f,c,,,,,,,w,w,,,o,,,v,
p,k,,n,,,,,,,,?,k,s,,,p,,o,e,,,
e,,,,,n,,c,b,,,,s,,,w,p,w,,p,n,,d
e,,,,,,f,c,b,,,,,s,,,,w,,,k,y,
e,f,,,t,a,,,,n,,,,,,,p,w,,,n,,
e,,y,,t,,,,b,u,,,,,,,,,,,,,
p,,,e,,,,,n,,t,,k,k,p,,p,,,,,,
p,,,n,,f,,c,,,,?,,,,w,,,,,,,
e,,f,,t,,,w,,,,,,,,w,p,w,,,,,
e,,,,,,,,,,,,,,g,,,,,p,k,,d
e,x,y,n,,n,,,b,,t,,,,,g,,,,,n,y,d
p,,s,,,,,,b,,,b,,f,w,,,w,,,,,
e,,,,,n,,,,,,b,s,s,,,,,o,p,,,d
e,,,e,t,,f,,b,,t,,s,,,,,,o,,,,d
e,,,,,,,c,b,p,t,b,,,w,,p,,,,,,
p,,,n,f,,,,n,,,?,,k,p,,,,,,w,,
p,f,,,,f,f,,b,,,,,,,,,,,l,h,,
e,,y,n,,,,,,,,r,,,,w,,,,,,s,
p,,,,,y,,c,n,,,,,k,,p,p,,,e,w,,
e,,,e,t,n,f,,b,p,,,,,p,,p,w,o,,,v,
p,x,,,f,,,,,,t,,k,,,,,,,e,w,v,
p,,,,f,,,,,b,,?,,,w,,,,o,e,,,
p,x,s,e,,,,c,,b,,,,s,w,,,,o,,,,
e,,,w,,,,,b,,,,,,w,w,,,,,,,
p,,y,,,,f,,n,,,,k,,p,p,p,,o,,,,
e,,,n,,,,,,n,t,,,,,w,p,,,,,,
e,f,y,,,,,c,b,u,,,s,,p,,,,o,,,,
e,,,,f,n,f,,,,,,,f,,,,,,e,,,g
p,,s,,,y,,,n,b,,,,,,,,,,,w,,d
p,,,,f,,,,n,,,?,,k,w,,,w,,,,v,
e,,,,t,,,c,,w,,,,,,,,w,,p,k,,
e,b,,,,l,,,,,e,,,,w,,p,,,,n,,m
e,,,,,,,,,,t,,s,,p,,,,,p,n,,d
e,,,g,,,f,,b,,t,,,s,,,,,,,,s,g
e,,y,y,,,,c,b,n,,,,,,,p,w,,,k,,
p,,y,,,,,,,,,c,,,c,c,,,,,,c,
e,f,,,,,,,b,,,,,,,g,,,o,,k,,
e,,f,w,,,f,w,b,k,t,e,,,,,p,w,,,,,
e,,s,,,n,f,,,,,?,,k,,,p,w,t,p,,n,
e,,,n,t,n,,c,b,u,,b,s,,,,,w,,,,,
p,,f,w,f,,f,,,u,,,,,,w,,,,p,n,,d
e,,f,,t,,,c,,u,,b,s,,p,,,w,,,,v,d
e,,s,w,,a,f,,,,e,,,,w,,,,o,,,,
e,,,g,,,,c,b,,t,,,,,,,,,,,,
p,,f,,f,,f,,,,,,,,,b,,w,o,l,,,p
e,,,w,,,f,w,,,,,,,,,p,,o,,,,
e,,,,,n,f,c,,,,,,,,p,,,o,,k,,
e,,,,,,,,,,e,,s,s,,w,,w,o,,,v,u
p,,,,,f,,c,,,,,,,,p,,w,o,,,y,
p,,,,,f,,c,,,e,,,,b,,,,,l,,,g
p,,,,,f,,,,p,t,,f,f,,,,,o,,,v,
e,,,,,,,c,,,,,,s,,,,w,o,p,,,d
p,x,s,,,,f,,,p,t,,,s,w,w,,w,o,,,,u
e,,,,,n,,,b,,,b,,,p,,,w,,p,n,,
e,,,,,,f,c,,n,,,s,s,g,,p,,,,k,,
e,f,s,,,,a,c,,o,e,,,,o,o,,,,p,y,c,
p,,,,,,,c,b,,t,,f,,,,p,,,,h,,
e,,,,,l,,,,,,,,s,w,,,,,,,,m
p,,,,,f,,,b,,,b,,k,,n,,,,,,,
p,,,n,,,f,c,n,b,t,,k,,,p,p,w,,,,v,
p,,,,,,f,c,b,,e,b,,,p,,p,w,,,h,,
p,k,,,,,f,,,b,,,,,p,,,,,e,,,l
p,k,y,,,,,,,,,,s,s,,,,,,,w,,d
p,,,,,s,,,,,,,,s,,p,p,w,o,,w,,
p,,f,,,c,,,,,e,b,,,,,,,o,p,,,
p,,,,,,f,,b,,e,,,,p,,p,,,,,v,
p,x,,,,,f,c,,,,,,,b,,p,,,l,,,d
p,,y,,f,,,,,,t,,k,k,,,p,w,,,,,
p,,,n,f,,,c,n,b,,,,,,,p,w,o,,,,
e,x,y,,t,,,,,,t,,,,,,,w,,,k,,d
p,,,,,,f,,,,,,s,,,,,,,,,,
p,,f,,,,,c,,w,,,,,,,,,,,w,,d
p,,,,f,,,,,,,,,,,,p,,,,h,,
p,,,,f,f,,,,,,b,k,,p,p,p,,,l,,,
e,,,,,n,,,b,w,e,,,s,,,,,t,,,,
e,,y,,,,,,,,,c,,s,w,,,,,,k,,
p,,,g,,,f,c,,,e,,,,,n,,,,,h,,
p,,y,,f,,,,b,,,,,,b,n,,w,o,,,y,
p,,,,f,,f,c,,,,,,,,,,,,,,,l
p,,,,,,,,,,e,b,,,,b,,,,l,,y,
e,,,n,,,f,,,,,,s,,,p,,,o,,,,d
p,,,p,,,,,,,,b,,,,,,,,,,,
p,x,,g,,,,c,b,,e,,,,,p,,,o,,,v,
p,k,,,f,y,,,n,,t,,,,,w,,w,,e,,,d
p,,,g,,f,,,,p,,,,k,,p,,,,l,,,
e,,y,g,,,,,,,,,,s,,,p,,,,n,v,
p,,,b,t,f,,,,,,b,,,,,,w,,,,,
e,x,y,g,t,,f,,b,,,b,s,,g,,,,o,,,,
p,f,f,,,,,c,b,p,e,,k,,,,,w,,l,,,
e,,,,,,f,c,b,,e,c,,,,w,,,,,,,
e,,,,,,,,b,p,e,,,y,,,,w,,,,,
p,,,,,,,c,,,,,k,,,,,,,,w,v,
p,x,,,,,f,,,,,?,s,,w,,,,,,,v,d
p,,,,,,f,c,n,,t,,,,p,w,,,o,e,,,
e,,s,,f,,,,,o,,,s,,,o,,,,p,,,l
e,,y,,,,,,b,,,c,s,s,,w,p,,,,,,m
p,,,,,s,,c,n,b,,,k,,,,,,,,,,
p,c,y,,t,,,w,,w,,,s,s,w,,,,o,p,,,l
e,,,,,l,,c,b,,,,,,,,p,,,,n,,m
p,,y,,,,,,,b,,?,,,w,,,,,,,,
e,,f,g,t,,f,,,,t,b,,,g,p,p,w,o,,,,d
e,,,,,,,,b,,,e,,,,,p,,,,,s,
p,,s,,t,,,c,,h,t,b,s,,,,p,,o,p,,,
p,,,,,f,f,c,b,,,,,,b,,,,,,h,,
e,b,,,t,,,c,b,,e,c,,,,,,,,p,,,
p,k,g,,,,f,w,,w,,,s,,,,,,,,,c,l
e,,,,t,,,,b,,t,b,s,s,g,w,,w,,,,,
p,,y,e,,,,,,,t,,,,,,p,,o,,w,v,
p,,,,t,,f,c,,p,,,,,,w,,w,,,,,u
p,k,y,n,,,,,,b,,,,,,,,w,,e,,,
p,x,,,f,c,f,,n,,e,,,,w,,,w,,,,s,
e,x,,,,,,,,,,b,,,,,,w,o,p,k,,
p,,,,f,f,,,,,,,s,,,w,,,,,w,,d
e,,,,,n,,w,,,,,,,,,,,,,w,s,
p,,,,,,,c,,,,,s,,,,,w,,e,,,
p,,,,t,,,c,b,p,t,,,,,,,,,,,v,
e,,y,y,,,f,,,,,,s,,,,,,,,,,
e,f,y,,,,,c,,,,,s,,,,p,,,,,,
p,x,s,,,,,,,,,,,,,,,,,e,w,v,d
e,f,,g,,n,,,,,,,s,,,,,w,,,,,g
p,,,,,,,,,b,,,s,k,p,p,,w,,,,,
e,k,,,,n,,,,w,,,,s,,,,w,o,,w,v,l
p,,f,,,,,,,g,,,,,,,,,,,,,g
p,,,,,s,,c,n,,t,?,k,k,,p,,,,,,v,
e,,,,,,f,,,,,,,,,,,w,,,,y,d
e,,,g,t,,,,,,t,b,,,,,,,o,p,,,
e,,,g,f,,,,,p,,,,,w,,p,,,e,,a,
e,,,,,a,,c,,,,,,,,w,,,o,p,,,
p,,,,f,f,,c,,,t,,s,,w,w,,,,e,,,p
e,,,,t,,,,,,,,,,g,,,w,,,,,
p,,y,,,,f,,,,,,,,w,w,p,,,e,,,
p,k,y,,f,,,,,b,,?,k,,w,,p,,,,,v,
p,,,y,,,f,,,,,,,,n,,,,,l,,v,p
p,f,,,,,f,,,h,,b,,,,,,,o,,h,y,
e,f,,n,,n,,w,,p,,,,,,,,,,,,s,
e,,,,,n,,,n,p,,e,s,,,w,,w,,,,,
e,,,p,,n,,c,b,,,,,s,,,,w,,e,w,,w
p,,,,,f,,c,,,,?,s,,w,,,,,,w,v,d
p,,,,f,,,c,,,e,b,,,n,,,,,,h,,
e,,y,,,l,,,,,e,,,,,,,w,,p,,n,
p,k,,,f,s,,,,,,?,,k,,w,,w,,,,v,
e,,,,t,,,,,w,t,,,,w,,,,,,,,
e,,,n,,,,,,n,,,,,,o,,,,,b,,
e,,,,,a,,,,,,,s,,,w,p,w,,,,s,
e,,,,,,f,w,b,g,e,,,,,,,w,t,,w,,
e,f,y,,,,f,,b,,,,,s,w,w,,,,,,,d
p,,,y,,,,,b,,,,,k,p,,,,o,,,y,
e,,y,,,n,,c,,,,,,,,w,p,,,,,v,
e,,y,,,n,f,c,,,,,s,,,,,w,o,p,k,,
p,f,,,f,f,f,c,,,,b,,,b,,,w,,,,y,
p,,,,,,f,,,,e,,,,,w,p,,,p,k,v,
e,,,w,,n,f,,,,e,,,f,w,w,,,,f,h,,d
e,,,n,t,,f,,b,,,,,,,,p,,,,,,
p,x,y,,f,,,,b,p,,,,,,,p,,o,,,,g
p,,,,t,p,,c,,w,,,,,,,p,w,o,,n,v,
e,,,g,,,,,,,,,,,w,w,p,,,,,,g
p,,,,,s,,,n,,t,,k,,,,,,o,,,v,l
p,k,,n,f,s,,,n,,,,,s,,p,,,,,w,v,
